13620,49650
19818,50546
16193,18866
16193,55104
12038,47112
82714,84061
413,57354
413,82714
413,84061
413,4345
10582,85466
10611,85466
85466,101403
53266,90659
53266,68874
90659,100548
33366,53266
33366,90659
33366,68874
68874,90659
10511,90659
15161,53266
54719,68874
15038,46364
42121,91157
42121,78516
78516,91157
52494,99903
9017,75834
9017,37277
28511,91946
51236,52773
51236,91351
16013,51236
16013,71302
16013,94018
8001,51236
8001,70717
8001,64420
86370,94018
64420,70717
7623,70717
7623,8001
7623,96176
66758,83079
17309,83079
48670,95404
42842,97493
62897,78516
51236,70559
19152,51236
78972,91157
18866,50435
18866,71302
18866,78972
18866,91157
18866,64420
18866,71373
18866,33366
18866,20443
63688,73537
8399,18866
33366,91157
33366,75288
33366,64420
33366,63688
33366,47727
20443,54719
20443,33366
26865,33366
34360,100078
36382,54147
33755,100548
20676,66326
81962,94018
81962,86370
81962,84596
9548,81962
36959,81962
36959,94018
47929,73537
6544,89022
63800,96624
15038,74190
7623,15038
7623,74190
63989,73959
38893,78972
43038,81962
51233,81962
50546,90659
16193,29806
16193,38030
29806,38030
10582,16193
10582,38030
47112,77777
30250,47112
30250,101403
35418,47112
35418,101403
59756,76984
16013,33381
413,44622
413,3821
91157,94018
17469,91157
46364,49456
30524,55032
15038,16193
36382,91579
9771,100078
13028,100078
6544,63973
4345,46364
46364,70717
52611,96624
33755,91157
18866,99432
11737,25620
20163,63688
44550,63688
47112,90659
47112,63688
47112,68344
47112,47929
47112,54719
90659,101403
38392,47112
47760,47929
2740,74190
7872,99432
7872,20443
63688,90659
19152,56568
19152,47929
19152,86370
19152,74190
56568,74190
9017,74190
15161,47929
47929,101403
47929,90659
47929,63688
47929,68344
47929,54719
22982,63688
74190,75834
20443,99432
20443,47929
20443,74190
10232,47112
78299,98687
15714,20676
15714,49458
70291,85466
52431,85466
18866,82602
8295,72379
10582,26478
81962,101403
81962,84847
81962,98243
37165,81962
29806,96624
51236,68874
20443,68874
451,53266
46364,67674
16193,46364
16193,67674
38030,52773
6544,97918
2825,58327
43038,94018
19215,64420
8001,72732
47112,85466
47112,63973
68323,94018
42842,94018
35226,85466
3583,26562
7623,9017
11367,74356
37358,53266
43128,56267
73537,98667
18866,92352
10582,66309
24949,66326
78516,91351
78516,100078
11303,17469
413,16193
413,78445
16193,80000
68101,93602
14984,98687
49458,74623
24207,37176
31776,102568
13925,85292
32671,100078
38298,82714
52380,96075
33755,77777
18692,40859
47929,53266
47929,50356
47929,50546
22862,47929
26562,100800
33145,100078
30250,87444
508,102068
9017,96176
9017,61540
7623,61540
63688,96176
33366,89566
1323,91351
30129,42842
32716,91351
61054,91351
56951,82714
25620,49458
47929,74842
31776,73537
58327,68323
58327,77806
53266,90296
53266,56568
31818,46364
50458,60182
74874,79320
84847,94018
81458,94018
70291,94018
30312,58327
38298,74190
18866,74190
18866,42842
50546,96075
25620,68619
7623,54548
47929,93450
47929,78029
70717,96624
31818,70717
15959,70717
51233,100078
51233,94018
27706,94018
16013,51233
16013,78516
16013,18866
78516,94018
94018,100078
86370,100078
86370,91579
18866,78516
18866,100078
18866,94018
9771,97493
9771,42740
10232,33755
33366,72732
33366,35418
33366,42121
33366,74190
32869,55104
47727,72732
7848,33145
46364,74190
46364,58327
16193,32869
16193,74190
10582,72732
10582,33366
10582,74190
10582,36824
33145,94054
33145,96624
33145,36824
33145,61933
38298,88886
74190,88886
58327,88886
58327,96624
58327,74190
36824,96624
36824,58327
36824,61933
90659,91157
63688,66309
10511,63688
413,68323
73537,89492
20676,47929
32545,47929
49458,63973
47929,73148
47929,89566
47929,63973
66463,78029
37358,47929
14841,93450
47112,68874
47112,75631
38030,80000
58327,91946
9017,79445
47112,73537
10582,35769
15038,55104
16193,34827
46204,99432
377,103531
30250,49458
30250,61924
49458,68619
24207,92294
17469,56382
63973,98687
53266,82602
47659,47929
47929,91157
47929,100053
47929,64255
26562,47929
37206,47929
61933,91157
37358,91157
71302,75159
51236,102558
51236,78516
51236,78972
18866,75159
18866,102558
18866,51236
78516,102558
15161,51236
15161,18866
9017,18381
16193,78516
451,9017
34005,94018
10582,18866
10582,78516
10582,99432
12895,29793
15038,64420
15038,20443
7872,79225
12451,96809
12451,34360
12451,85466
1323,90659
85466,90659
20788,61540
27838,103453
12038,73537
12038,101287
11107,29806
20443,78268
51236,101403
10030,43038
92816,102068
37176,47194
11737,49458
66758,98994
2825,70717
98623,103531
9914,20062
488,32556
57354,72086
68130,100548
7848,34193
70291,91157
70291,100078
91157,100078
10582,53266
9771,30058
33366,99432
26562,33755
51233,80238
61540,88886
16013,82714
47929,91351
64781,97493
36824,91531
42842,84847
66758,96075
49869,96075
53266,77806
53266,75898
29806,34005
42842,55235
36382,81962
43038,91579
81962,82714
81962,96624
42121,43038
70291,81962
70291,78516
78516,81962
78516,96624
20676,100548
56568,81962
82714,96624
41262,51569
8001,70291
8001,78516
8001,18866
8001,36824
50546,100548
33652,81962
66463,101356
18866,81962
18866,42121
18866,70291
18866,56568
18866,62897
36824,70717
36824,70291
63973,70291
63973,100548
1788,7623
20443,91946
74190,87233
74190,85466
78516,85466
9017,85466
37277,85466
67674,78268
34005,67674
15038,67674
15038,96624
53266,100950
53266,99432
53266,64420
51236,53266
52773,53266
52773,99432
15161,82182
413,74190
7715,35810
14984,30250
17469,42740
42740,55104
8001,58327
33755,98687
33755,63973
20163,70291
34193,86156
7623,72732
7623,31818
31818,79445
16507,98294
16013,62897
33755,81869
35418,47929
47929,68130
47929,52380
14666,37176
12038,63973
42740,100078
53266,91157
18866,53266
62472,91351
91157,96809
91157,100548
91157,91351
81962,91157
81962,86156
15038,70291
36041,70291
68874,91157
68874,91351
63259,91351
47929,81962
47929,70291
47929,100548
47929,50435
47929,82182
47929,68874
47929,63259
7090,47929
89566,91157
3583,47929
63688,86735
11367,50546
90659,96176
77398,90659
8001,10582
7623,20788
7623,10582
7623,58327
29806,57354
29806,46364
74190,82714
22875,101403
60284,92816
62897,99432
20443,52773
20443,62897
37277,96624
7529,58750
53266,78972
7623,53266
7623,20443
20443,53266
8295,49458
9771,84869
9771,34193
31818,58327
36041,63688
63259,63688
12834,18866
34360,68130
413,46364
53266,96624
9771,55104
7872,33366
74874,100976
72962,81962
101356,103453
2075,80000
12208,16193
46364,82714
9017,70717
44622,46364
26478,78268
66326,100548
32556,61540
47112,54678
13028,101403
30250,47929
36824,67674
30312,36824
79038,94018
13028,79038
37165,100950
38030,85466
53266,70717
69679,74190
61876,74190
74190,78268
74190,100078
63973,73299
19152,70291
8001,61933
64420,70291
64420,78516
61933,78516
70291,90659
53266,101403
19152,68323
63973,73568
6544,17469
30250,72379
33755,102009
33755,82728
33755,89492
33366,67674
7623,88886
19152,81962
53266,70559
17469,97918
34360,91157
52316,85466
85466,91157
15038,72732
36382,95412
19152,83312
13925,69096
38893,47929
81458,97493
71373,97493
15714,63688
33145,64420
73744,77806
51236,82602
51236,77806
19152,53266
9771,52773
9771,18866
9771,16193
9771,10582
18866,52773
18866,30058
61876,67674
7872,52773
7872,9771
7872,18866
8001,46364
8001,67674
10582,52773
10582,67674
80238,81962
13028,77806
67674,74190
12895,101403
63973,101287
44326,70717
53266,58327
52431,53266
9017,68101
9017,53266
9017,58327
58327,92029
16193,100078
20788,88886
75288,79724
78516,97493
8001,29806
8001,33145
29806,33145
20443,67674
78299,85765
19000,83312
6876,36382
68874,102558
66326,90659
73568,90659
33755,36382
33755,90659
33755,35538
33755,68874
33755,37206
33755,73568
10582,15038
17097,92294
74190,99846
10611,53266
13028,70291
26865,70291
47112,98667
